Car_ID,Brand,Model,Year,Engine_Size,Cylinders,Transmission,Fuel_Type,Mileage,Horsepower,Doors,Weight,Color,Price
8126,BMW,X3,2011,5.8,10,Automatic,Diesel,14.8,78,4,1287,Blue,52854
8127,Ford,Focus,1993,4.9,10,Manual,Hybrid,11.1,451,3,2677,Silver,55485
8128,BMW,5 Series,2019,4.4,5,Automatic,Petrol,16.0,192,5,3215,Red,71823
8129,Toyota,Prius,1993,4.3,5,Manual,Electric,18.6,391,3,885,Red,59338
8130,Honda,Accord,1999,5.5,6,Automatic,Electric,14.8,562,3,1548,White,76435
8131,Toyota,Prius,2011,4.5,12,Manual,Diesel,18.3,542,2,1905,Red,71861
8132,Mercedes,GLE,2016,3.9,4,Automatic,Electric,24.2,142,2,3102,Green,60061
8133,Toyota,Prius,1997,5.7,8,Manual,Petrol,6.2,627,5,2101,Red,79473
8134,Toyota,Prius,2018,2.8,8,Manual,Hybrid,5.0,289,2,3390,White,47152
8135,Toyota,Prius,1999,4.6,6,Manual,Electric,19.7,517,3,1547,White,77120
8136,Honda,CR-V,2019,2.9,12,Manual,Electric,18.7,133,2,1669,White,49247
8137,Honda,Fit,2009,4.6,5,Manual,Diesel,17.7,697,2,2566,Black,91925
8138,Mercedes,GLE,2005,2.6,12,Automatic,Petrol,10.6,668,5,1178,Green,133215
8139,Mercedes,C-Class,2015,1.1,4,Automatic,Electric,23.1,684,4,2614,Yellow,148686
8140,Tesla,Model X,2025,4.9,10,Manual,Electric,8.4,377,2,2167,Yellow,139496
8141,Mercedes,C-Class,2021,5.5,5,Automatic,Diesel,5.5,359,3,2110,Yellow,89311
8142,Honda,Fit,1997,6.4,4,Manual,Petrol,24.9,128,5,1062,Yellow,31744
8143,Tesla,Model X,2005,5.5,3,Manual,Electric,10.1,243,2,1723,White,69657
8144,Tesla,Model 3,1998,6.2,12,Automatic,Petrol,17.7,377,3,2610,Silver,79257
8145,Tesla,Model 3,2011,6.1,6,Manual,Electric,22.5,641,2,1195,Red,137409
8146,Mercedes,GLE,2017,1.2,12,Automatic,Hybrid,24.1,654,4,1592,Black,147201
8147,Ford,Mustang,2020,2.5,8,Manual,Diesel,5.4,94,5,3480,Green,34786
8148,Toyota,Camry,2024,5.7,12,Automatic,Hybrid,6.4,262,2,1738,Black,50700
8149,Honda,Civic,2001,4.8,10,Automatic,Hybrid,12.2,425,5,3040,Silver,66526
8150,Tesla,Model X,2011,5.4,8,Manual,Electric,8.4,384,4,2731,Red,125534
8151,BMW,X5,2010,3.5,6,Automatic,Diesel,5.0,124,2,3437,Yellow,52138
8152,Ford,Mustang,1995,3.0,3,Automatic,Diesel,12.4,405,3,2976,Red,44824
8153,Ford,Fusion,2002,5.2,6,Manual,Petrol,16.4,581,2,3411,Blue,82839
8154,BMW,X5,2011,1.2,6,Automatic,Electric,7.3,518,2,2366,Red,139001
8155,BMW,3 Series,2018,1.5,5,Manual,Petrol,13.6,340,2,1346,Yellow,75477
8156,Ford,Fusion,2008,5.3,3,Automatic,Hybrid,8.7,464,4,3486,Green,59761
8157,Honda,CR-V,2003,5.9,3,Automatic,Hybrid,9.1,582,2,1395,Blue,76726
8158,Toyota,Prius,2022,5.6,5,Automatic,Diesel,6.7,573,3,2124,Red,93843
8159,Ford,Escape,1992,3.5,5,Automatic,Hybrid,15.4,672,3,2323,White,90053
8160,Mercedes,GLA,2005,2.7,12,Manual,Diesel,16.3,399,5,2510,Black,89282
8161,Tesla,Model X,2018,5.1,3,Manual,Electric,19.7,318,4,2899,Red,103985
8162,Mercedes,GLA,2001,1.7,6,Manual,Hybrid,10.3,167,2,871,Yellow,45920
8163,Ford,Focus,2020,3.7,3,Manual,Hybrid,18.6,283,4,2849,Red,60680
8164,BMW,5 Series,2003,4.2,4,Manual,Petrol,8.5,545,5,1249,Green,99616
8165,Honda,Fit,1998,3.4,6,Manual,Diesel,12.5,544,2,1483,Silver,59819
8166,BMW,X5,2019,3.4,3,Manual,Electric,11.9,143,2,2600,Blue,63916
8167,Ford,Focus,2000,5.2,8,Manual,Diesel,12.3,259,2,1313,Red,46682
8168,Tesla,Model S,2001,2.0,5,Automatic,Hybrid,22.7,514,4,3395,Green,94103
8169,Honda,Fit,1996,2.3,10,Manual,Petrol,8.2,689,2,1296,Green,80417
8170,Ford,Mustang,1994,2.8,3,Automatic,Diesel,17.2,84,5,944,White,22465
8171,Tesla,Model 3,1996,4.6,8,Automatic,Petrol,10.5,501,5,3006,Silver,112045
8172,Toyota,Corolla,2018,3.7,3,Automatic,Electric,7.4,638,5,2370,Green,115447
8173,Tesla,Model X,1996,2.7,8,Manual,Diesel,16.0,358,3,1335,Red,71846
8174,Mercedes,E-Class,2021,4.8,6,Automatic,Hybrid,23.9,490,2,2877,Silver,131217
8175,Toyota,RAV4,2024,5.3,4,Automatic,Hybrid,7.1,667,3,1656,Silver,88103
8176,BMW,X3,2024,1.1,12,Manual,Electric,15.8,626,2,1990,White,134197
8177,Mercedes,E-Class,2014,3.3,12,Automatic,Petrol,12.1,400,5,3233,White,88686
8178,Tesla,Model S,2016,6.5,4,Automatic,Diesel,11.7,209,5,2995,Red,76450
8179,Tesla,Model X,2008,1.6,4,Manual,Diesel,19.5,118,4,3170,Black,43497
8180,Ford,Focus,2001,3.9,3,Manual,Diesel,11.2,498,5,2608,Blue,68730
8181,Mercedes,GLE,2022,3.9,4,Manual,Diesel,24.7,523,2,909,Black,124369
8182,Toyota,Camry,2020,3.9,5,Manual,Hybrid,22.0,537,5,2201,White,91123
8183,Honda,Civic,2002,6.2,8,Manual,Electric,16.1,473,3,2244,White,85464
8184,Mercedes,GLA,1994,6.0,12,Automatic,Diesel,12.6,480,2,2216,White,108228
8185,Tesla,Model 3,2020,3.8,4,Automatic,Diesel,21.7,366,5,1176,Red,99297
8186,Honda,Accord,2005,3.8,6,Manual,Hybrid,5.5,404,3,1284,Silver,51761
8187,Honda,Civic,2000,1.2,12,Manual,Electric,16.3,242,3,3278,Blue,49126
8188,Honda,CR-V,2023,1.5,4,Automatic,Diesel,6.4,452,2,1761,Blue,65205
8189,Toyota,Prius,2006,3.0,3,Automatic,Hybrid,20.2,146,3,1256,Blue,33195
8190,BMW,X5,2023,1.0,10,Automatic,Electric,22.8,640,5,985,Silver,167793
8191,Honda,CR-V,2022,5.9,12,Automatic,Hybrid,17.8,190,5,1714,Black,47410
8192,Toyota,Corolla,2008,3.3,5,Automatic,Diesel,16.8,99,5,866,White,25921
8193,Toyota,Camry,2012,3.7,6,Automatic,Petrol,16.1,651,2,2917,Red,75886
8194,Ford,Escape,1999,5.7,8,Automatic,Diesel,8.9,560,3,934,Yellow,75067
8195,Ford,Fusion,1993,3.6,3,Automatic,Petrol,11.5,541,3,1551,Black,68697
8196,Tesla,Model S,2009,5.5,5,Automatic,Electric,5.0,68,5,2256,Red,52506
8197,Tesla,Model S,1990,3.4,10,Manual,Diesel,11.8,238,4,2745,Blue,52251
8198,Honda,CR-V,2021,5.0,8,Manual,Electric,20.8,694,5,869,Yellow,107157
8199,Tesla,Model Y,2005,3.9,8,Automatic,Electric,6.9,259,3,907,Blue,71821
8200,Mercedes,GLA,1992,4.9,12,Automatic,Diesel,14.3,162,4,2932,Green,42396
8201,Ford,Escape,1990,3.4,3,Automatic,Hybrid,11.5,567,2,3454,Green,64808
8202,Tesla,Model 3,2002,3.2,3,Manual,Diesel,9.0,359,2,1214,Red,82484
8203,Tesla,Model X,2006,1.3,6,Automatic,Diesel,23.9,344,2,3061,Blue,80315
8204,Honda,Accord,2001,1.2,8,Automatic,Electric,13.2,673,4,3305,Red,100324
8205,Tesla,Model X,2018,2.6,8,Automatic,Diesel,8.6,596,3,998,Blue,138912
8206,Mercedes,GLA,2000,2.0,5,Automatic,Petrol,6.3,428,3,3172,White,76860
8207,Honda,Civic,2025,1.5,12,Manual,Hybrid,9.4,187,5,2221,White,46603
8208,Honda,Fit,2023,1.4,12,Automatic,Petrol,10.0,222,2,1550,Black,48233
8209,Toyota,RAV4,1990,1.9,8,Automatic,Electric,19.1,309,2,1411,Blue,46927
8210,Mercedes,GLA,1990,5.0,6,Manual,Hybrid,18.5,678,5,1296,Yellow,135995
8211,Tesla,Model 3,1998,4.0,8,Manual,Petrol,19.0,531,5,1240,White,114903
8212,BMW,X3,2005,4.1,10,Automatic,Hybrid,13.4,355,4,2870,Red,89556
8213,BMW,5 Series,2002,3.2,4,Manual,Hybrid,20.8,496,5,1774,Green,97663
8214,Mercedes,GLE,2003,4.1,6,Manual,Petrol,12.2,416,2,2551,Yellow,92063
8215,BMW,X3,2011,1.9,4,Automatic,Electric,6.4,312,5,2554,Silver,96855
8216,Tesla,Model 3,2018,5.3,4,Automatic,Diesel,5.7,302,2,3007,Blue,94699
8217,BMW,3 Series,2025,4.3,10,Automatic,Electric,16.0,521,4,2073,Green,129320
8218,BMW,5 Series,1997,5.7,6,Automatic,Petrol,5.8,61,5,1349,Silver,38533
8219,BMW,5 Series,2005,2.9,10,Manual,Petrol,22.2,268,3,2924,Black,64640
8220,Tesla,Model X,1998,2.7,12,Automatic,Petrol,14.8,535,2,941,Silver,88628
8221,Toyota,RAV4,1999,5.5,6,Manual,Petrol,9.9,521,2,3029,Green,71757
8222,Tesla,Model Y,1992,6.5,6,Automatic,Hybrid,13.4,84,5,2988,Blue,38011
8223,Mercedes,GLE,2005,3.5,8,Manual,Diesel,20.4,269,4,3436,Black,66290
8224,Mercedes,GLA,2005,2.3,5,Automatic,Electric,16.8,320,4,1388,Green,77679
8225,BMW,X5,1993,4.3,10,Manual,Diesel,5.6,52,4,1739,Silver,30486
8226,Mercedes,GLA,1996,3.5,10,Automatic,Petrol,5.8,510,2,2592,Blue,108273
8227,Tesla,Model X,2016,2.1,5,Manual,Petrol,18.0,478,2,1695,Red,117943
8228,Mercedes,E-Class,1992,2.6,4,Automatic,Petrol,22.0,572,4,2609,Green,88373
8229,Tesla,Model 3,2022,6.1,3,Automatic,Diesel,16.8,694,5,959,Green,139414
8230,Ford,Focus,2015,4.9,6,Automatic,Electric,20.1,676,2,1809,White,121338
8231,Toyota,Prius,2021,1.9,6,Automatic,Hybrid,7.3,317,5,2804,White,59139
8232,Mercedes,C-Class,2009,1.7,4,Manual,Petrol,13.5,694,3,1136,Green,132163
8233,Tesla,Model X,2000,6.1,8,Automatic,Hybrid,18.9,491,5,2172,Green,107311
8234,Toyota,Corolla,2005,5.7,6,Manual,Petrol,12.3,324,2,1628,Silver,53039
8235,Toyota,Prius,2024,6.4,6,Automatic,Hybrid,10.3,379,3,1304,Red,65416
8236,Mercedes,C-Class,1999,5.4,8,Manual,Electric,20.1,444,2,2716,White,98099
8237,Honda,Civic,2013,1.1,10,Automatic,Diesel,13.6,580,3,2957,Blue,65221
8238,Honda,Civic,2000,2.5,8,Manual,Electric,5.4,322,3,1217,Red,53437
8239,Tesla,Model 3,2019,4.4,5,Manual,Hybrid,6.9,165,5,3334,Blue,67357
8240,Tesla,Model 3,2010,3.9,8,Manual,Diesel,24.3,536,3,1051,Red,105344
8241,Ford,Focus,2001,1.4,4,Manual,Petrol,8.2,172,5,2756,Yellow,33429
8242,Honda,Accord,2015,1.1,3,Automatic,Diesel,19.6,417,4,1660,Black,52054
8243,BMW,5 Series,1991,6.0,8,Manual,Hybrid,14.3,601,2,3032,Silver,103986
8244,BMW,X3,2010,1.7,6,Manual,Diesel,9.5,213,2,2966,Silver,64389
8245,BMW,X5,2017,4.0,5,Manual,Hybrid,24.5,331,5,1217,Silver,98387
8246,Tesla,Model X,1995,3.4,3,Manual,Hybrid,19.3,628,5,2884,Silver,111681
8247,Toyota,Corolla,1999,2.8,10,Automatic,Petrol,20.9,616,4,3049,Yellow,84736
8248,Ford,Focus,1994,2.4,10,Manual,Electric,18.0,289,2,1028,Yellow,46449
8249,BMW,3 Series,2020,4.4,5,Manual,Hybrid,19.5,380,5,1209,Green,108826
8250,BMW,X5,2025,2.5,4,Automatic,Hybrid,21.3,162,5,3229,Yellow,57338
8251,Mercedes,GLE,2018,5.7,10,Automatic,Electric,19.7,120,2,2741,Red,65304
8252,Honda,Civic,2025,5.1,10,Automatic,Electric,10.1,607,3,1997,Silver,116633
8253,Ford,Mustang,2016,2.9,4,Automatic,Diesel,5.0,559,3,1593,Blue,81183
8254,BMW,5 Series,2007,2.4,8,Automatic,Hybrid,10.9,680,4,3325,Black,132236
8255,Ford,Fusion,2015,6.1,4,Manual,Petrol,7.5,60,5,2436,White,28974
8256,Mercedes,GLA,2016,4.7,8,Automatic,Hybrid,12.1,179,3,1149,Blue,66118
8257,Honda,Fit,1992,2.7,10,Manual,Diesel,9.0,160,3,3364,Red,29630
8258,Mercedes,C-Class,1998,4.9,8,Automatic,Electric,6.1,614,3,895,White,124449
8259,Toyota,RAV4,2011,3.2,6,Manual,Electric,19.8,137,3,3462,Red,39196
8260,Tesla,Model 3,2017,2.3,12,Manual,Petrol,22.2,169,2,2217,Blue,49857
8261,Mercedes,E-Class,2015,1.7,12,Automatic,Petrol,21.3,337,4,1498,Black,88700
8262,Toyota,Prius,2011,1.7,12,Manual,Petrol,6.7,259,4,3177,Yellow,40370
8263,Tesla,Model 3,2015,1.9,10,Automatic,Electric,6.3,90,5,1874,Silver,49288
8264,Toyota,Corolla,2005,1.2,10,Manual,Electric,24.8,445,2,2873,Silver,73408
8265,Tesla,Model S,2000,1.3,4,Automatic,Petrol,11.2,86,3,2048,Red,33964
8266,Tesla,Model X,2002,2.0,5,Automatic,Electric,23.9,331,3,2804,Green,75309
8267,BMW,X3,2006,3.8,6,Automatic,Diesel,14.5,179,3,2817,Blue,49764
8268,BMW,3 Series,1991,1.1,4,Automatic,Petrol,14.9,532,5,2440,Silver,82796
8269,Mercedes,E-Class,2024,2.6,8,Manual,Hybrid,14.5,474,2,3436,Silver,109493
8270,Toyota,Corolla,2000,1.3,8,Manual,Electric,9.4,608,4,3121,Black,86107
8271,Tesla,Model S,2011,2.4,8,Automatic,Diesel,15.5,374,3,1007,Black,92202
8272,BMW,X5,2014,4.5,8,Manual,Hybrid,12.4,419,2,3392,Black,109804
8273,Ford,Focus,2003,1.2,6,Automatic,Diesel,9.1,495,2,3088,Blue,65735
8274,Honda,Civic,2019,2.9,10,Manual,Electric,5.1,283,4,3224,Yellow,58382
8275,Toyota,Prius,1995,4.9,5,Manual,Diesel,20.6,423,5,1984,Black,61910
8276,Mercedes,C-Class,2005,4.3,5,Manual,Hybrid,11.4,314,4,1214,Yellow,77789
8277,Toyota,RAV4,2006,2.4,10,Automatic,Electric,16.0,112,3,1861,Green,29816
8278,Ford,Focus,2021,2.5,4,Manual,Petrol,20.4,269,3,1372,Green,53315
8279,Ford,Escape,2006,5.6,5,Automatic,Diesel,18.2,673,2,2503,Black,100526
8280,Ford,Mustang,2005,4.8,8,Automatic,Petrol,21.5,365,5,1627,Black,59949
8281,Tesla,Model S,2023,4.9,3,Manual,Electric,22.1,376,3,2777,Green,118188
8282,BMW,5 Series,2016,5.8,5,Automatic,Hybrid,22.3,337,3,1974,Red,98664
8283,Tesla,Model S,2021,6.0,3,Manual,Electric,11.3,670,3,856,Black,194373
8284,Honda,Accord,2011,4.5,10,Manual,Petrol,11.8,576,5,2223,Blue,70138
8285,BMW,3 Series,2020,4.4,3,Automatic,Petrol,9.3,425,4,1346,White,115066
8286,Honda,Fit,2019,4.4,6,Manual,Electric,12.4,620,5,1233,Silver,112263
8287,Ford,Escape,2009,3.1,5,Automatic,Hybrid,19.0,147,4,1258,Blue,29294
8288,BMW,X3,2016,5.8,4,Manual,Hybrid,10.8,247,5,2317,Blue,80318
8289,Ford,Escape,2017,5.2,3,Manual,Electric,20.6,377,5,3396,White,77228
8290,Mercedes,GLE,2013,2.3,5,Manual,Petrol,13.8,269,5,2222,Black,68199
8291,Mercedes,GLE,2025,5.5,5,Automatic,Diesel,17.8,604,4,970,Green,127820
8292,Honda,Accord,2012,3.9,8,Manual,Hybrid,10.2,228,4,2193,Green,40994
8293,Tesla,Model 3,2005,3.0,3,Manual,Petrol,9.2,568,4,1546,Green,101577
8294,Honda,Fit,2003,2.5,6,Manual,Petrol,11.4,691,2,1332,White,86958
8295,Mercedes,C-Class,2007,2.4,6,Manual,Petrol,24.3,575,3,2301,Silver,99963
8296,Mercedes,E-Class,1993,4.1,3,Manual,Diesel,8.2,627,4,2603,Green,106946
8297,Tesla,Model S,1999,2.7,12,Manual,Hybrid,17.5,558,4,1169,Blue,117437
8298,Ford,Escape,1991,1.2,3,Automatic,Hybrid,22.0,189,5,3072,White,29798
8299,Tesla,Model X,1994,4.1,6,Automatic,Petrol,17.2,411,5,3406,Blue,85450
8300,Honda,Accord,2014,1.3,10,Automatic,Electric,23.9,579,4,1932,Black,93282
8301,Ford,Mustang,2020,3.5,4,Automatic,Petrol,24.7,209,3,3143,Green,48257
8302,Honda,Accord,2017,2.9,3,Manual,Diesel,21.4,333,2,866,Green,52904
8303,Mercedes,GLA,2012,1.4,10,Manual,Hybrid,19.4,126,5,1868,Black,50282
8304,Toyota,Camry,2017,2.1,12,Automatic,Petrol,12.2,466,4,1333,Black,59602
8305,Mercedes,GLE,2002,4.4,8,Manual,Petrol,17.0,688,5,3346,Blue,130883
8306,BMW,5 Series,2005,4.2,12,Automatic,Electric,7.1,665,3,2839,Blue,133047
8307,Tesla,Model X,2023,4.2,5,Manual,Diesel,11.4,264,3,1592,Silver,90530
8308,Tesla,Model X,2009,5.2,5,Manual,Electric,19.9,186,2,1386,Green,84187
8309,Mercedes,GLA,2004,1.6,5,Automatic,Diesel,16.9,120,4,1845,Green,40004
8310,Tesla,Model X,1992,4.2,12,Automatic,Diesel,20.4,523,3,1466,Silver,104557
8311,Toyota,Corolla,2005,4.4,5,Manual,Petrol,8.4,689,3,3437,Red,98845
8312,Honda,Fit,2018,5.5,4,Automatic,Electric,6.5,381,3,1638,Black,88497
8313,BMW,3 Series,2012,2.9,8,Manual,Petrol,15.1,160,2,3212,Yellow,48435
8314,Honda,Civic,1993,5.4,10,Manual,Petrol,18.0,400,5,2540,Yellow,47598
8315,Mercedes,E-Class,2000,2.0,8,Manual,Petrol,16.7,396,4,2566,Blue,88099
8316,Ford,Focus,2001,6.2,8,Manual,Hybrid,15.5,671,3,2080,Red,99367
8317,Toyota,Camry,1997,4.8,6,Manual,Electric,19.2,530,4,976,Black,91388
8318,Mercedes,GLE,2019,5.6,3,Manual,Diesel,16.3,61,3,3171,Black,53360
8319,Mercedes,GLA,2010,1.4,4,Automatic,Electric,13.8,511,3,3004,Red,108046
8320,Toyota,Prius,1991,2.5,6,Automatic,Hybrid,6.9,479,4,2350,White,65692
8321,Mercedes,E-Class,2005,5.8,4,Manual,Hybrid,11.7,192,2,1136,Black,65900
8322,Mercedes,GLE,2001,3.4,8,Automatic,Electric,10.5,382,4,1143,Silver,95802
8323,Tesla,Model Y,1995,4.8,12,Manual,Hybrid,18.5,289,2,3447,Green,59374
8324,Ford,Fusion,1992,3.2,5,Manual,Electric,9.4,533,4,2563,White,67119
8325,Tesla,Model 3,2001,1.2,12,Manual,Hybrid,12.3,507,4,1701,Red,106352
8326,Mercedes,C-Class,1992,5.8,4,Manual,Petrol,11.2,409,4,1936,Green,82865
8327,Honda,Accord,2014,1.9,10,Automatic,Hybrid,12.1,330,5,2104,White,60673
8328,Honda,Civic,1994,4.8,4,Manual,Electric,6.8,359,2,2508,Yellow,65488
8329,Mercedes,E-Class,1992,4.3,5,Automatic,Petrol,5.9,108,4,1108,Black,31409
8330,Toyota,RAV4,2023,1.3,3,Automatic,Petrol,24.3,361,3,1528,White,66287
8331,Tesla,Model S,2019,3.9,5,Manual,Petrol,19.6,56,3,2151,Yellow,51191
8332,Honda,Accord,2003,4.0,6,Manual,Petrol,11.1,460,5,1955,Silver,68460
8333,BMW,X3,1996,2.9,5,Manual,Diesel,17.0,89,4,1154,Black,31198
8334,Toyota,Prius,1999,6.0,8,Automatic,Electric,14.5,265,4,2976,Green,56520
8335,Tesla,Model X,2007,3.5,3,Manual,Diesel,21.6,276,2,3459,Silver,79528
8336,Mercedes,E-Class,1997,1.6,12,Automatic,Diesel,16.8,70,2,1452,Blue,27311
8337,Mercedes,E-Class,1993,3.4,3,Automatic,Petrol,10.4,369,5,2872,Yellow,68892
8338,Mercedes,GLE,2010,2.1,10,Automatic,Diesel,10.0,384,4,1422,Silver,86993
8339,Toyota,Prius,1998,2.1,4,Manual,Electric,10.4,565,2,845,Red,81314
8340,Toyota,RAV4,1991,1.3,3,Automatic,Diesel,6.6,109,3,3272,Red,16944
8341,BMW,3 Series,2023,5.8,4,Manual,Hybrid,23.1,314,2,2825,Red,90991
8342,Ford,Focus,2007,3.9,5,Automatic,Electric,13.7,531,4,2231,Silver,80678
8343,Toyota,Camry,2002,2.4,3,Automatic,Diesel,24.2,294,5,3282,Silver,46298
8344,Toyota,Corolla,2018,2.0,12,Automatic,Hybrid,14.6,374,2,2408,Yellow,65627
8345,BMW,X3,1995,4.1,3,Manual,Electric,10.2,63,5,801,Blue,35437
8346,Tesla,Model 3,2007,1.5,5,Automatic,Electric,10.3,509,3,2980,Silver,110509
8347,Ford,Escape,2013,2.5,12,Automatic,Hybrid,14.6,64,2,2349,Black,23983
8348,Mercedes,C-Class,2017,3.0,6,Manual,Electric,21.6,114,5,2339,Green,67455
8349,BMW,3 Series,2014,4.7,3,Automatic,Diesel,20.7,246,5,3034,Green,64577
8350,Ford,Escape,2017,2.4,5,Automatic,Electric,22.8,688,2,1577,Black,113100
8351,Ford,Escape,2009,2.9,5,Manual,Electric,14.3,587,4,3171,Green,85328
8352,Honda,Civic,1996,1.4,5,Manual,Diesel,24.4,272,2,3053,Red,37894
8353,Toyota,Prius,1991,3.4,8,Automatic,Diesel,6.7,179,4,3485,Green,24370
8354,Ford,Fusion,2012,5.7,5,Automatic,Petrol,10.6,653,2,1657,Green,91955
8355,BMW,X3,2021,1.7,8,Automatic,Electric,16.5,678,2,2269,Blue,183349
8356,Mercedes,GLA,2017,3.6,8,Automatic,Diesel,23.7,535,5,1032,Green,119886
8357,BMW,X5,2013,1.4,8,Manual,Petrol,7.5,587,2,1299,White,130204
8358,Honda,Accord,2025,4.0,4,Manual,Electric,16.6,479,2,884,White,99974
8359,BMW,3 Series,2019,4.7,4,Manual,Hybrid,22.6,279,3,2112,White,73839
8360,Tesla,Model S,2005,4.3,4,Manual,Electric,8.8,549,2,2449,Silver,113079
8361,BMW,5 Series,2013,6.3,8,Manual,Petrol,20.5,191,3,1542,Red,67032
8362,Honda,CR-V,1999,1.8,4,Automatic,Diesel,13.3,451,2,1743,Silver,54149
8363,Toyota,Camry,2006,3.6,6,Manual,Petrol,11.7,601,2,1330,Silver,87161
8364,BMW,5 Series,2012,4.9,8,Automatic,Petrol,22.6,628,2,3075,Red,143588
8365,Mercedes,GLE,2016,4.8,4,Automatic,Hybrid,11.4,159,3,3014,Red,64002
8366,BMW,X5,2020,5.3,4,Automatic,Hybrid,11.0,178,3,3478,White,65019
8367,Honda,Civic,2019,2.2,10,Manual,Electric,22.0,184,3,2561,Red,54544
8368,Honda,Civic,2015,2.6,5,Manual,Hybrid,11.0,338,2,1122,Yellow,48424
8369,Ford,Escape,2015,4.7,5,Manual,Hybrid,8.8,115,5,843,Yellow,37278
8370,BMW,X5,1995,5.2,6,Manual,Hybrid,6.2,527,5,2767,Yellow,115157
8371,Honda,Fit,1996,3.1,6,Manual,Petrol,10.7,151,3,3125,Green,26646
8372,BMW,X5,1994,6.1,12,Automatic,Diesel,15.4,426,2,2657,Blue,88053
8373,Ford,Escape,1994,1.8,6,Automatic,Hybrid,7.6,228,5,2046,Blue,35627
8374,Tesla,Model 3,1994,1.7,10,Manual,Hybrid,14.3,63,2,1378,Green,22379
8375,Mercedes,GLE,1994,3.1,12,Manual,Electric,12.6,515,2,1030,Blue,109754
8376,BMW,X5,2000,4.9,3,Automatic,Diesel,9.6,493,3,2923,Green,102309
8377,Mercedes,C-Class,2010,6.4,3,Automatic,Petrol,23.0,455,4,947,Red,117276
8378,Toyota,Corolla,2019,4.1,3,Automatic,Hybrid,8.0,219,4,3022,Silver,49134
8379,Mercedes,E-Class,2014,2.2,10,Automatic,Petrol,18.5,236,2,2634,White,56548
8380,Mercedes,GLA,2016,6.3,8,Manual,Petrol,14.0,362,5,1550,Blue,97341
8381,BMW,3 Series,2005,1.0,3,Manual,Petrol,6.9,214,5,2410,White,54379
8382,Tesla,Model 3,2010,4.7,8,Manual,Hybrid,14.6,616,3,2356,Yellow,125658
8383,Honda,Fit,2014,5.4,5,Automatic,Diesel,16.7,116,5,1369,Black,38435
8384,BMW,X3,1995,1.9,12,Manual,Hybrid,7.1,321,4,1169,Red,69847
8385,Ford,Mustang,2012,2.0,5,Manual,Electric,5.3,512,4,932,Red,83695
8386,Tesla,Model S,2008,2.0,12,Manual,Petrol,24.6,494,2,2728,Green,106000
8387,Tesla,Model S,2007,1.8,10,Automatic,Diesel,20.5,619,5,822,White,132782
8388,Mercedes,GLA,2004,3.2,3,Automatic,Electric,11.4,73,4,1892,Yellow,42768
8389,Honda,Accord,1992,2.5,10,Automatic,Hybrid,11.8,506,2,861,Green,56565
8390,BMW,5 Series,2012,5.9,10,Automatic,Electric,14.7,517,4,3167,Silver,131867
8391,Toyota,Corolla,1996,3.3,5,Automatic,Electric,7.9,544,2,2194,Green,74189
8392,BMW,X5,2009,4.6,10,Automatic,Hybrid,14.7,657,5,2853,Blue,138628
8393,Tesla,Model 3,2005,3.1,6,Automatic,Diesel,21.4,623,5,3090,White,119617
8394,Tesla,Model 3,1991,5.6,5,Manual,Diesel,6.6,480,3,1427,White,88766
8395,Toyota,Camry,1993,2.5,8,Automatic,Hybrid,17.3,362,4,2830,Blue,50292
8396,Tesla,Model 3,2004,6.2,5,Manual,Petrol,9.3,261,2,1018,Blue,71948
8397,Honda,Fit,2009,2.1,8,Automatic,Diesel,10.1,652,3,2803,Green,87511
8398,Toyota,Prius,2013,4.4,8,Automatic,Hybrid,9.1,470,4,3348,Silver,60918
8399,Honda,Accord,2025,5.1,8,Automatic,Petrol,7.7,241,4,1658,Red,56770
8400,Honda,Civic,2014,1.7,10,Manual,Electric,13.2,436,4,1640,Blue,79031
8401,BMW,3 Series,1992,4.0,10,Automatic,Electric,16.1,151,5,2415,White,49308
8402,BMW,X3,2014,3.5,3,Manual,Petrol,7.7,332,5,2397,Silver,81440
8403,Toyota,Prius,2008,2.2,6,Manual,Petrol,23.2,97,5,3111,Silver,27375
8404,Tesla,Model X,2000,1.5,5,Automatic,Electric,13.9,139,4,2419,Yellow,41121
8405,Honda,Fit,1995,3.1,4,Automatic,Petrol,14.8,540,4,837,Red,58950
8406,Ford,Mustang,2005,6.5,6,Automatic,Diesel,10.3,241,3,2354,Red,40208
8407,Ford,Escape,2015,1.7,12,Automatic,Petrol,12.9,620,2,811,Blue,77777
8408,Toyota,RAV4,1993,2.4,6,Manual,Electric,9.8,128,2,1500,Black,29216
8409,Tesla,Model Y,1994,1.8,6,Automatic,Diesel,19.4,264,3,3373,White,46671
8410,Honda,CR-V,2005,4.9,6,Manual,Diesel,9.3,509,4,1079,Blue,80509
8411,Honda,Civic,1996,5.5,6,Automatic,Hybrid,21.2,516,5,2977,Silver,60732
8412,Ford,Mustang,1998,1.7,8,Automatic,Hybrid,17.5,306,2,3219,Green,37241
8413,BMW,X3,2000,1.2,3,Automatic,Hybrid,13.3,401,5,3459,Blue,84791
8414,BMW,X3,2003,1.7,12,Manual,Hybrid,13.2,489,5,1999,Green,103292
8415,Toyota,Camry,1991,5.7,5,Automatic,Diesel,18.8,289,5,2082,Blue,47664
8416,Tesla,Model 3,1999,2.1,3,Manual,Hybrid,23.6,380,3,1705,Green,73411
